#a,e,i,H,diameter,BV,UB
2.68497167,0.154351451,14.29728147,13,,,
2.722050921,0.290398276,10.14543621,10.6,32.8,,
2.251959782,0.145713657,7.033174109,12.3,12.18,,
2.695171201,0.098182799,12.42074016,10.6,25.89,,
2.76557057,0.280804826,5.805774392,10.6,20.98,,
3.11289672,0.09128139,8.341165071,11,32.46,,
2.676689442,0.055264321,6.70418507,10.6,35.54,,
3.020991984,0.102068106,10.34903952,11.1,19.1,,
3.002719967,0.053364037,8.055543964,10.9,31.17,,
2.214646264,0.112463335,4.717327806,12.8,,,
3.0206948,0.063094167,10.22861767,10.9,21.45,,
2.78513015,0.160445567,8.857424852,12.4,17.24,,
2.223609718,0.086223365,3.42603974,12.19,14.47,0.878,0.475
3.018939894,0.103434856,10.04053798,10.4,28.95,0.79,0.41
2.971811704,0.076462432,8.272619252,10.8,,,
2.241484009,0.204025244,7.194242874,12.09,10.01,0.921,0.478
2.293160519,0.147139288,5.725098285,11.3,,,
2.748118985,0.075984686,3.489131974,11.5,,,
3.090833945,0.082611364,9.80669245,10.3,43.31,,
2.247578317,0.167016192,2.677003264,13.42,,0.868,0.519
2.860395025,0.078080715,2.905759405,10.5,26.14,,
3.189295102,0.062261661,9.17593727,9.5,70.75,,
2.611985887,0.100091145,12.97279355,11.3,14.94,,
2.57977683,0.161665647,9.062164944,10.8,15.44,,
2.748536211,0.211804536,9.345955374,10.7,37.56,,
2.810159698,0.137790222,17.32678981,10.9,56.63,,
2.553168444,0.336068043,7.749583498,12.5,,,
2.559278318,0.198331973,3.288313707,12.8,,,
2.619427221,0.184164745,14.00929385,11.5,,,
2.38094222,0.227061337,8.277653131,11.7,,,
2.794807238,0.172396602,8.23833341,11.4,,,
3.020825307,0.063450995,10.82457726,10.43,29.65,0.809,0.404
2.643385362,0.250863906,4.037770684,12.8,17.61,,
3.14405316,0.065689168,13.89408338,10.3,62.9,,
3.157149373,0.237537689,2.041652555,11.4,,,
4.001075123,0.118281549,4.203888135,10.45,47.87,0.75,0.32
3.152948114,0.194975003,2.283715602,11.8,,,
2.632510225,0.237176722,13.90773161,13.1,14.76,,
2.875441148,0.078398148,1.254761038,11.57,,0.871,0.437
2.939160494,0.062781538,1.928331335,11.4,,,
3.153353424,0.138998669,17.76315522,9.1,29.2,,
3.121064919,0.177249006,2.284982238,11.84,,0.658,0.332
2.245582544,0.101755716,5.255953401,12.7,,,
2.534386794,0.041305321,4.786680734,11.3,,,
2.372711418,0.184559246,5.819658953,12.6,20.65,,
2.22354716,0.141477981,6.640868706,12.4,,,
2.611821587,0.172278834,4.864580524,11.9,14.88,,
2.203188484,0.117405625,5.107705147,12.6,,,
3.109559614,0.202659886,14.20608319,12,,,
1.89685457,0.028192863,23.67379733,12.83,7.23,0.928,0.532
2.365174591,0.142770992,5.090502623,12.8,,,
2.247230029,0.12420767,7.754805319,12.8,,,
3.215810685,0.212360177,10.49923741,10.93,43.59,0.69,0.34
2.695267251,0.156270143,6.097783927,10.6,,,
2.626459776,0.181297975,12.53723014,11.5,17.19,,
3.144323904,0.233777669,16.94211265,9.9,29.9,,
2.54337516,0.186897544,6.684940729,13.1,,,
3.125029811,0.044876896,15.3300947,10.01,32.94,0.715,0.21
3.147563763,0.10894146,0.967685251,10.8,25.82,,
3.156286295,0.188627631,7.297802042,10.6,44.48,,
3.003929606,0.047522894,11.56693097,11,,,
3.02701714,0.178831292,9.924896051,11.6,,,
2.378216959,0.156890904,13.13796847,11.9,21.51,,
3.37934615,0.132989845,21.9627814,8.57,,0.743,0.373
3.121944166,0.067637383,13.39961745,9.6,58.99,,
3.16037848,0.067650012,3.211324977,11,36.97,,
2.717553854,0.116727833,13.62064771,10.7,33.04,,
2.233524665,0.199025609,4.566666211,12.7,,,
2.576914125,0.235808377,13.64156189,11.8,17.58,,
2.349437579,0.167783821,4.499007087,12.8,,,
2.281707493,0.189753726,6.326898046,12.9,,,
3.199725965,0.275972417,15.71387797,11.59,28.1,0.733,
2.466392361,0.089723921,7.835357889,12.63,,0.84,0.57
2.67649093,0.1918406,7.303688102,11.4,,0.699,
2.202226512,0.108823463,4.861515354,13.1,,,
3.016818298,0.045843223,3.517667532,10.34,33.26,0.92,0.37
2.871198493,0.038090891,2.973356032,11.04,,0.88,
2.719469091,0.177169679,4.496041529,11.5,,,
2.738530356,0.204735888,17.31608928,12.1,43.18,,
3.031117231,0.110958894,8.927808813,11.4,,,
2.198218369,0.12437232,0.076542344,13,,,
3.138339097,0.120112504,2.466846071,10.6,29.16,,
3.037309399,0.120697395,10.53486253,10.8,,,
3.196078614,0.143279696,2.452555184,11.1,30.27,,
2.353973426,0.154185024,10.02365131,12,18.58,,
3.234355945,0.137369941,3.672378524,12.2,,,
2.172787245,0.116949047,6.056190567,12.8,12.27,,
2.429352951,0.20232754,2.583614444,11.99,24.03,0.643,0.225
2.190570395,0.131017543,2.454805279,12.7,,,
2.637658855,0.155382338,12.73197953,11.6,18.37,,
2.205540332,0.162684953,2.503715615,12.9,,,
2.899724725,0.078873397,1.061194443,11.9,,,
3.098659108,0.241485679,12.64479625,11.7,,,
2.673461615,0.184184557,12.19373061,11.2,,,
2.241945692,0.190082551,7.438452527,13.06,,0.92,0.52
2.543891753,0.241546581,7.321003165,12.1,11.05,,
2.732769494,0.086962211,4.090403245,11.6,33.22,,
2.625638464,0.103973249,12.3741138,10.6,18.43,,
2.399109434,0.157354096,11.04887686,11.88,12.7,0.88,0.418
2.65987161,0.13360891,14.46498938,11.6,20.88,,
2.572502038,0.260589813,12.54533645,11.7,,,
2.331487703,0.244710133,9.24018605,12.9,,,
1.866230818,0.032130509,22.32420902,12.64,8.17,0.894,0.472
2.671858828,0.1471244,11.82126982,11.2,23.8,,
2.357051131,0.109152085,4.070379884,12.7,15.47,,
3.947137233,0.150022975,6.492240195,9.62,82.72,0.715,0.19
2.192422162,0.099107004,3.976411334,13.33,,,
2.24036823,0.199854561,4.533865345,12.6,,,
2.572597814,0.233786811,10.66289671,13.1,,,
2.624407028,0.185665313,8.740591679,12.3,19.92,,
2.71653488,0.044305099,5.277561393,11.1,36.16,,
2.225659964,0.143021695,6.711813357,12.3,,,
3.122815007,0.241508146,12.60951958,11.4,26.37,,
3.110310079,0.098582108,15.23958927,10,53.61,,
2.851233139,0.137294322,15.06191763,11.5,,,
2.368462927,0.071799424,5.350712313,12.43,,0.88,0.51
2.242233806,0.092798427,5.142380679,12.3,,,
3.107604077,0.122130868,12.68950363,10.8,42.79,,
2.695386982,0.265891721,5.867207992,12.4,12.18,,
2.314878353,0.187505925,6.203455029,13.6,,,
2.228246278,0.197884809,5.191727725,12.2,,,
2.413620014,0.144605072,8.513129857,12.4,,,
3.99523992,0.201664311,9.058279034,10.05,,0.764,0.386
2.249031325,0.19909296,4.419079075,13.1,,,
2.628246944,0.15210475,12.3972643,12.2,,,
3.003375947,0.053119945,8.77896432,11.5,28.1,0.84,0.36
3.012254406,0.036536239,10.70816851,10.82,26.13,0.79,0.45
2.729850021,0.251299634,9.789698598,11.7,22.12,,
3.176760408,0.188294252,6.108604058,10.7,26.72,,
2.204047834,0.195276489,1.531084914,13.7,,,
3.049630405,0.301552821,3.858329138,11.9,13.77,,
2.362912881,0.21732946,9.4335433,14.1,,,
3.149270457,0.185268094,1.726150187,10.6,,,
2.849612246,0.0840038,11.96615783,10.8,44.18,,
2.768590676,0.068468074,4.875018335,11.2,20.2,,
3.099719794,0.112708027,2.762043685,10.3,45.19,,
2.630391462,0.326235919,11.04625315,12.1,,,
2.373726464,0.104406795,3.333376591,11.7,21.71,,
2.771374712,0.23747547,2.953549097,11.8,18.71,,
3.176405387,0.121590024,16.13500829,10.6,,,
2.643749197,0.253834821,11.74717523,10.75,,0.798,0.355
2.788320245,0.078635952,16.54510207,11.5,26.46,,
2.230395265,0.083904266,5.547236607,11.7,9.91,,
2.545313449,0.312105502,8.859869151,11.8,,,
2.394654286,0.066446386,3.762869998,12.2,,,
3.011451271,0.096012776,9.840365166,11,18.56,,
2.906903687,0.102301148,3.235121606,11.7,,,
2.621493756,0.20046968,12.14406192,11.9,,,
2.688969544,0.27668433,6.019863841,11.7,,,
3.426726582,0.109322015,15.74930886,10.55,28.65,0.708,0.202
3.010712607,0.101938986,10.28906349,11.3,,,
3.224838991,0.032659619,10.48831439,10.2,65.09,,
2.390840513,0.133637483,3.192205898,11.9,,,
2.685486921,0.21344751,6.286501477,11.5,,,
3.208207925,0.125453098,4.327965219,11.6,26.03,,
2.226528806,0.078169443,4.884156991,11.8,11.52,,
2.191881343,0.086001915,5.983831171,13.3,,,
3.171344933,0.197201845,11.02051947,10.88,,0.698,0.331
3.209392752,0.084576702,17.28469794,9.47,67.83,0.72,
2.351391228,0.254450239,24.89646384,12.1,,,
3.145631307,0.133765235,12.26709943,11.1,33.92,,
2.843817351,0.056746351,1.665893996,12.4,,,
3.144640949,0.11076486,14.57233702,11.5,28.9,,
3.105980797,0.208306656,13.2950947,10,33.62,,
2.370476843,0.231487556,24.54322602,12.3,9.77,,
3.539200117,0.036864251,14.5120052,10.3,58.68,,
2.373994834,0.178966005,24.81996513,12.3,9.3,,
3.146249694,0.167500486,0.949238381,11.04,27.25,0.632,0.405
2.23039871,0.166100353,4.356661491,13.1,,,
3.939300471,0.239565478,0.809744681,10.26,51.88,0.788,0.276
3.436703212,0.127734234,8.760986719,10.68,42.73,0.645,0.289
3.156566793,0.123528378,2.539341816,10.85,39.28,0.659,0.351
3.153297931,0.128576354,11.61337325,10.9,36.79,,
2.376354923,0.194256245,26.62204989,10.67,21.7,0.908,0.44
2.929619315,0.3092133,26.17698737,10.66,50.42,0.59,0.29
2.42928218,0.104918083,4.055203172,11.9,14,,
2.545000691,0.154738309,7.832901363,11.2,,,
3.027231826,0.072557403,11.26800651,11.1,,,
2.41740132,0.092683982,5.263238031,12,,,
2.229853757,0.157764033,4.351002225,11.7,13.27,,
2.391376988,0.175802542,24.81924694,11.7,18.7,,
2.774572255,0.302723655,13.53841132,11.6,13.47,,
2.268830559,0.196107393,8.947054584,12.2,11.56,,
2.645412087,0.110442924,4.164848202,12.02,22.21,0.655,0.48
2.891159549,0.129304433,13.29043787,10.4,49.64,,
2.844605504,0.091367927,11.81291911,12,,,
2.333070824,0.080882768,7.534052316,12.2,13.39,,
3.126802096,0.144506838,6.0922636,11,39.54,,
1.84901706,0.03755368,21.17062768,11.9,,,
2.23358285,0.129996741,4.94309313,12.32,,0.952,0.493
2.244343824,0.104171683,4.161777554,12.49,,0.93,0.55
2.754884381,0.09274672,8.556108306,10.9,36.03,,
3.029394132,0.097831115,9.386496143,10.53,32.33,0.751,0.373
3.012098486,0.078651945,10.56177633,10.1,32.47,,
2.694152547,0.315068143,7.693420291,12.17,,0.734,0.39
2.54863085,0.305435561,8.581207285,11.6,11.97,,
2.213901091,0.170198831,3.944037141,12.9,,,
2.58342602,0.249639674,18.65891329,10.61,29.64,0.86,0.39
2.202475532,0.198318452,2.198981245,13.1,,,
3.17396013,0.160322703,4.281011291,11.3,,,
3.098390524,0.095949406,16.8534874,11.6,,,
2.734443792,0.261383104,7.987854737,11.63,21.11,,
2.996819089,0.070780525,14.07263563,10.7,46.32,,
3.1226285,0.178268105,1.687719968,11.38,27.78,0.692,0.329
2.911603835,0.020785044,8.482238744,11.5,24.31,,
3.202448563,0.129842766,13.24652308,10.4,,,
2.871857056,0.026148216,3.225682087,11.5,19.59,,
2.2411968,0.175502344,6.213940594,12.15,,0.9,0.546
2.230493869,0.11910805,3.171635103,12.39,9.08,0.898,0.503
2.233926297,0.163920417,6.459347016,12.2,,,
3.143883909,0.156310201,2.490277636,11,,,
3.193070608,0.090095187,1.986097844,11.2,23.9,,
3.193534504,0.228469685,15.54889585,10.34,,0.732,0.311
2.363878113,0.274337986,25.29338365,10.5,,,
3.013464453,0.068614425,19.36924776,10.02,57.12,0.84,0.32
2.237932925,0.155468023,9.701328053,12.6,9.34,,
3.027432993,0.16929353,4.537635634,11.2,20.03,,
2.235423514,0.212742611,7.488601438,12.2,9.66,,
2.658104229,0.134914507,5.709529898,11.3,26.7,,
3.19180446,0.123884652,2.676230974,10.5,36.12,,
2.245527432,0.162252957,7.602889097,13,,,
2.852612818,0.057825325,1.815791657,11.1,,,
2.234183942,0.12775623,4.435720882,13.1,9.22,,
3.073758628,0.04351959,14.06164597,10.8,45.15,,
2.748199107,0.19010778,0.289318481,11.5,,,
2.572040005,0.150166869,8.438404877,10.98,36.41,0.677,0.368
3.018864742,0.102378587,9.336693602,11.4,25.66,0.86,0.41
2.751889443,0.064764562,10.80551275,10.5,,,
2.48967064,0.201038784,3.518348037,12.8,,,
2.548008872,0.155515258,7.020529373,11.82,,0.867,0.404
3.061109481,0.110556376,1.020556489,10.7,30.58,,
2.360476985,0.118794728,8.381782213,11.82,,,
2.237202166,0.205989704,4.569438888,12.54,,0.792,0.497
3.021697038,0.045987756,10.81785243,12.2,,,
2.43432604,0.164070718,2.748074151,11.56,29.07,0.638,0.2
2.179843998,0.065801559,5.073226702,12.1,,,
2.251181782,0.1503975,3.198532835,13.2,,,
2.611527333,0.32170878,4.071521943,11.4,,,
3.015896795,0.090955025,10.44985267,10.8,26.98,,
2.780313732,0.236583538,9.602399753,11.04,30.57,0.642,0.262
2.348018655,0.23632856,23.37991945,12.84,,,
2.558341034,0.183942045,9.093597681,11.52,,0.96,0.61
2.78546113,0.257419078,16.47699616,10.1,31.21,,
2.395668215,0.301451208,20.56736186,11.9,,,
2.183743332,0.091074043,3.036076627,13.3,,,
2.744289917,0.170312502,4.240920647,11.3,,,
2.239764744,0.17932447,5.36401747,12.2,12.13,,
2.337939557,0.22462981,6.119673703,12.1,,,
2.414677954,0.206820701,10.83317511,11.85,,0.848,0.481
2.185180142,0.182754562,2.687499621,12.7,,,
2.189538729,0.156252704,4.617249318,12.1,,,
2.807548873,0.213360528,4.730314835,12.2,,,
3.138216126,0.11348315,0.941581692,10.97,35.78,0.73,0.46
2.900391509,0.10253947,10.5052297,11.38,,0.66,
2.587466434,0.256628815,3.963356575,12,,,
3.176172486,0.273859435,1.062039835,11.1,,,
3.103739269,0.176446325,3.57320208,11.6,,,
3.198498563,0.123047251,2.662217665,11.06,27.38,0.79,0.53
2.233102457,0.124702773,6.796385379,11.91,11.08,,
2.235130105,0.188011677,6.131467176,12.7,,,
2.531473392,0.107624964,14.84319881,11.9,,,
3.159852817,0.111802242,10.18625588,10.9,39.86,,
3.117544017,0.152857356,17.97247499,10.6,51.16,,
2.72588651,0.181268356,4.261017564,11.2,14.2,,
2.69842353,0.203551418,7.205026665,11.56,,0.878,0.447
2.238875524,0.190941186,4.026439016,12.9,,,
2.734438979,0.178316905,12.49974401,11.6,,,
3.103574152,0.123969561,3.667036733,10.8,26.53,,
3.161227816,0.1635706,0.62212951,10.9,,,
3.15796004,0.177516972,2.637013131,10.25,33.93,0.67,0.38
2.620541043,0.240655639,11.76580532,12.5,,,
2.449792701,0.205625286,6.380574668,11.82,,0.685,0.265
3.036634938,0.098839646,13.05141256,10.9,31.71,,
3.165781857,0.170493463,1.07835191,10.95,,0.682,0.316
2.785621284,0.137952361,2.427397238,11.1,36.59,,
2.795874506,0.272939485,11.9400636,10.97,38.67,0.762,0.358
2.394952189,0.258542505,11.10171648,11.46,,0.735,0.415
2.780509318,0.292193708,16.70879873,12.4,19.62,,
2.26162505,0.097818969,6.038315828,12.9,,,
2.374086289,0.117042468,5.658133775,12.6,,,
3.16683348,0.101394579,1.49713997,11.2,24.98,,
2.211289441,0.165796801,1.973621608,12.5,,,
2.361504777,0.224883352,4.512000943,12.47,20.68,0.72,0.322
3.162103314,0.190997606,16.27684105,10.3,25,,
2.857422275,0.142810157,9.964977235,11.03,32.7,0.735,0.27
2.215474264,0.171001916,4.519218977,12.4,9.41,,
2.222619113,0.086497654,0.970960459,13.3,,,
2.298818976,0.246012105,7.703868421,12.8,10.68,,
2.125280914,0.114561004,1.876065344,12.8,,,
2.218877419,0.170605635,4.034250182,12.54,,0.87,0.53
2.913247248,0.306607142,6.038405646,11.8,29.3,,
2.37846515,0.212823565,7.565999596,12.75,,0.99,
2.320937064,0.268804352,8.472832732,13.3,,,
3.012725347,0.114893842,11.09566513,11.01,,0.855,0.447
3.165451623,0.151513433,19.39018826,9.8,59.48,,
2.227698387,0.185203712,3.746260531,13.3,,,
2.566876468,0.155178635,7.980272649,11.9,16.8,,
2.397731425,0.241712216,11.47116844,12.1,23.1,,
2.732874299,0.091631592,5.737609608,11.4,27.12,,
2.19588848,0.129016839,6.188739736,12.9,,,
2.364088061,0.278488519,7.703205936,13.5,,,
2.657393811,0.219956624,14.27966365,11.3,18.93,,
2.188562929,0.103996781,0.729684882,13.2,,,
3.148844921,0.045729376,16.12481449,10.8,40.03,,
2.513560957,0.049916958,5.466354073,12.3,,0.89,
3.016377617,0.044417357,10.92109393,10.06,31.3,0.76,0.44
2.712062715,0.055890946,12.23673867,11.3,34.79,0.693,0.259
2.903748999,0.091282598,3.170722727,10.9,,,
2.786771134,0.042675713,3.48467758,12.1,26.27,,
2.562834228,0.090318703,7.186813668,11.1,,,
2.229171317,0.101151268,2.442180622,12.5,,,
2.784908732,0.223772496,9.515701583,11.5,,,
3.16608424,0.126955521,5.93318483,10,54.07,,
3.012831071,0.110459145,10.78895214,11.1,24.06,,
2.193065075,0.083436454,4.429464158,13,,,
2.775684205,0.23164831,8.347628807,11.7,28.47,,
3.138835301,0.129826437,15.60715335,9.4,62.34,,
2.228914641,0.169081963,4.548237742,12.2,,,
3.009950258,0.05056702,9.380129973,10.8,21.6,,
2.183316824,0.203360228,4.875771749,12.3,,,
2.261017113,0.124758939,3.406732978,12.9,,,
2.467776199,0.189919827,2.000161317,13.24,,0.613,0.194
2.884297741,0.070698915,2.887982299,11.2,,,
2.889192535,0.092774036,2.491619851,11.2,20.11,,
2.473827022,0.134300588,6.355373937,12.48,17.28,0.62,0.26
2.229298172,0.120984896,4.407688656,13.6,,,
2.844914892,0.054628154,3.257950773,12,,,
3.954070699,0.205732196,8.365446506,9.95,64.25,0.721,0.227
3.925635332,0.226554705,3.29781256,10.65,,0.71,0.264
2.787615802,0.175415297,8.13228208,12.2,,,
2.23801341,0.201036119,3.503977816,13.2,,,
3.014867638,0.082693675,11.36011759,11.1,,,
3.937143026,0.168318031,12.15348085,9.77,79.52,0.674,0.256
3.094742512,0.049684693,10.69543385,10.77,27.9,0.915,0.36
2.549840906,0.229418619,5.108283732,12.2,,,
2.351196135,0.126729221,3.977710934,13.36,,,
3.007811932,0.03410411,10.82677697,10.9,,,
2.646795547,0.315953273,4.5645393,13.15,,,
3.147632976,0.127923577,8.43309661,11.5,35.89,,
3.173374147,0.232999525,2.464587559,11.4,,,
2.875120901,0.078244428,2.278744446,11.8,,,
2.188083157,0.204471546,4.239794722,12.6,,,
3.090620804,0.124618253,2.229161923,11.2,26.21,,
3.174908441,0.175616156,19.98599625,9.92,42.33,0.75,0.27
2.751513913,0.086048266,5.220834163,11.7,,,
3.019158515,0.100919725,9.839734229,12.2,,0.75,0.34
2.449769833,0.179525294,3.261574014,12.7,20.86,0.615,0.23
2.178349283,0.142269798,1.590563061,12.9,,,
2.457835994,0.060006696,5.292770899,12.2,,,
3.121541291,0.176501457,11.25123425,10.1,56.72,,
2.527661181,0.104654297,5.742095207,12.2,,0.92,
2.436436392,0.12671927,5.399032005,11.9,,,
2.876243077,0.070584355,1.855025773,12.5,,,
2.605239822,0.185004329,12.54203963,12.1,,,
3.104511437,0.013254367,9.490274466,11,35.96,,
2.625519935,0.017714168,3.148041705,11.1,,,
3.146108622,0.126872201,2.47390538,11.6,,,
2.175209154,0.161188936,0.898269737,14.2,,,
3.015423375,0.052935227,9.003749663,10.68,27.92,,
2.394909521,0.107005349,6.947041215,12.7,,,
3.11569373,0.155014502,1.544110933,11.3,,,
2.66253889,0.131319961,11.50381335,11.8,21.36,,
2.404595737,0.133849058,1.472818882,12.3,16.68,,
2.235843693,0.06935076,3.773951626,13.2,,,
3.017437479,0.111743772,10.43756447,11.4,,,
3.001653978,0.052693586,8.919923639,11.7,,,
3.111728984,0.159132272,0.670888226,11.9,,,
2.214741401,0.187747472,1.976133397,13,,,
2.238030234,0.100753889,5.110949129,12.5,,,
2.745654522,0.143630804,5.361477812,11.8,25.71,,
2.778692345,0.277268978,9.012123346,12.03,,0.755,0.368
2.224379998,0.09782462,1.508631722,12.6,,,
3.130280399,0.150449676,14.57995683,11.08,37.31,0.695,0.312
2.788391088,0.189498458,7.522076759,11.8,27.09,,
3.35809588,0.057037359,22.57152864,9.84,73.83,0.676,0.289
2.236748331,0.023874015,3.141793798,12.3,,,
2.199071479,0.12242994,6.194079004,12.8,,,
3.025891427,0.120997099,11.51326969,10.9,23.26,,
2.356841927,0.136205833,5.789750456,12.6,,,
3.020114756,0.069199587,10.97221714,11,23.18,,
2.845297321,0.038024325,2.687079556,11.9,,,
2.349563463,0.247314057,21.55586483,12,,,
2.409966467,0.022584027,3.633245481,11.7,,,
3.139217386,0.111911426,2.516254772,11,25.7,,
2.236726559,0.106829795,3.841319876,12,,,
2.226201644,0.178090206,3.487868024,12.1,,,
2.749463901,0.177495531,2.033670423,12.1,15.41,,
2.925490129,0.10285518,3.25836269,12.1,,,
2.22375326,0.091901025,4.032628143,12.3,,,
3.135768331,0.107495402,8.518469364,10.7,,,
3.007159132,0.083442808,10.25939534,11.3,19.18,,
2.682583054,0.080663345,8.087234632,11.6,24.73,,
2.226286163,0.130436388,4.345769399,13.1,,,
3.157318868,0.187142533,2.738216473,11.36,30.36,0.617,0.33
2.338669267,0.217980605,26.13518361,12.3,,,
2.370272611,0.192379857,25.72464638,11.8,15.9,,
2.165029737,0.177796886,2.978973999,14.7,,,
3.135349395,0.226881506,23.89741314,10.2,48.92,,
2.197694908,0.210938322,5.001223965,13,,,
2.377688013,0.201835654,2.105345729,13.3,,,
2.169992,0.153315597,0.955845911,13.6,,,
2.225711695,0.135473211,2.893274804,12.9,,,
2.883344618,0.0412662,1.929464826,11.4,,,
2.676534067,0.115533779,4.034739009,11.8,,,
2.997712115,0.084643601,9.235500566,10.9,24.41,,
2.709416026,0.178066266,4.522498556,12.39,,0.807,
3.062814738,0.107603139,14.31226575,10.9,27.85,,
2.250705583,0.120630929,6.334599851,12.5,,,
2.188257598,0.055969458,3.954224576,12.45,,0.91,0.5
2.239413796,0.128104504,5.636695857,12.8,,,
3.213982918,0.105307735,14.94561358,11,30.78,,
2.636918569,0.112618678,9.987555842,11.98,,,
3.030596293,0.068893631,9.445679977,11.5,,,
2.833333224,0.087439667,0.989903509,11.5,,,
2.782603939,0.19387108,7.030488721,11.3,,,
2.205768781,0.086442994,3.847111889,12.9,,,
3.214733458,0.016473252,21.97152589,10.6,34.87,,
2.800239444,0.165474669,10.16012931,11.8,,,
2.916456709,0.017646638,2.409448665,11.6,,,
3.424219592,0.099434784,2.62016628,10.8,46.07,,
2.265837368,0.181159297,5.354979029,12.41,,0.871,0.522
2.651622632,0.170944499,8.43063534,11.6,25.74,,
3.015104367,0.050841053,11.79056949,11,,,
2.96828987,0.055854766,10.71540073,11.3,,,
2.338920658,0.141622508,3.183631466,13.1,11.41,,
2.609906719,0.020432122,11.1387598,11,23.9,,
2.871207558,0.044390919,1.440845317,10.9,,,
3.05373009,0.015933375,10.76227762,11.6,,,
2.250859756,0.126429666,4.051143681,12.8,,,
3.101535671,0.193378719,1.666841865,12.3,16.89,,
3.016602348,0.059898119,11.17750613,11.1,22.89,,
3.064528051,0.050545717,15.75763763,10.5,21.14,,
2.538763169,0.139966382,4.897243066,12.3,,,
2.247204693,0.084720981,3.078329665,12.5,,,
2.237412817,0.079568867,4.73973576,12.6,,,
2.243264378,0.134616811,4.396999316,12.3,,,
2.700263855,0.077060958,1.663662988,11.5,,,
